0 0
0.031250 0.049570
0.062500 0.061572
0.093750 -0.063748
0.125000 -0.167362
0.156250 -0.218205
0.187500 -0.269287
0.218750 -0.288584
0.250000 -0.390149
0.281250 -0.490119
0.312500 -0.547606
0.343750 -0.576586
0.375000 -0.573481
0.406250 -0.479243
0.437500 -0.471176
0.468750 -0.377473
0.500000 -0.269982
0.531250 -0.197528
0.562500 -0.090087
0.593750 -0.043343
0.625000 0.051851
0.656250 0.181791
0.687500 0.274769
0.718750 0.340194
0.750000 0.434958
0.781250 0.434939
0.812500 0.518702
0.843750 0.513355
0.875000 0.520731
0.906250 0.607581
0.937500 0.645297
0.968750 0.669804
1.000000 0.744060
1.031250 0.776545
1.062500 0.832941
1.093750 0.867743
1.125000 0.890929
1.156250 0.951671
1.187500 1.012546
1.218750 1.008717
1.250000 1.004653
1.281250 1.149718
1.312500 1.311629
1.343750 1.434470
1.375000 1.516375
1.406250 1.512914
1.437500 1.591516
1.468750 1.659990
1.500000 1.756505
1.531250 1.587516
1.562500 1.434244
1.593750 1.265373
1.625000 1.082633
1.656250 0.965530
1.687500 0.972563
1.718750 1.050858
1.750000 1.036483
1.781250 1.022675
1.812500 1.068586
1.843750 1.003508
1.875000 1.093220
1.906250 1.111037
1.937500 1.192646
1.968750 1.180154
2 1.25
2.031250 1.329686
2.062500 1.227802
2.093750 1.099305
2.125000 1.070084
2.156250 1.174843
2.187500 1.194187
2.218750 1.184866
2.250000 1.212169
2.281250 1.302034
2.312500 1.475759
2.343750 1.557089
2.375000 1.618243
2.406250 1.758800
2.437500 1.875623
2.468750 1.943475
2.500000 2.020390
2.531250 1.927326
2.562500 1.978219
2.593750 1.878855
2.625000 1.787974
2.656250 1.801851
2.687500 1.870712
2.718750 1.909080
2.750000 2.004573
2.781250 1.891841
2.812500 1.797053
2.843750 1.739289
2.875000 1.660133
2.906250 1.725441
2.937500 1.723117
2.968750 1.617923
3.000000 1.513849
3.031250 1.516123
3.062500 1.468298
3.093750 1.513274
3.125000 1.474624
3.156250 1.553652
3.187500 1.627055
3.218750 1.644353
3.250000 1.739240
3.281250 1.828676
3.312500 1.938275
3.343750 1.974222
3.375000 1.936801
3.406250 1.932483
3.437500 1.971764
3.468750 2.052410
3.500000 2.126972
3.531250 2.110110
3.562500 2.126548
3.593750 2.064286
3.625000 2.028063
3.656250 1.975656
3.687500 1.936121
3.718750 1.891347
3.750000 1.887796
3.781250 1.801495
3.812500 1.672690
3.843750 1.726128
3.875000 1.749650
3.906250 1.683277
3.937500 1.616179
3.968750 1.598543
4 1.5
4.031250 1.389215
4.062500 1.354961
4.093750 1.338047
4.125000 1.252729
4.156250 1.217068
4.187500 1.104132
4.218750 0.997783
4.250000 0.908340
4.281250 0.850313
4.312500 0.698441
4.343750 0.501045
4.375000 0.375405
4.406250 0.352608
4.437500 0.294382
4.468750 0.156147
4.500000 0.132440
4.531250 0.110636
4.562500 0.144641
4.593750 0.141871
4.625000 0.136848
4.656250 0.170949
4.687500 0.174878
4.718750 0.130375
4.750000 0.008322
4.781250 -0.067413
4.812500 -0.140730
4.843750 -0.086000
4.875000 -0.121808
4.906250 -0.171992
4.937500 -0.225343
4.968750 -0.227611
5.000000 -0.302018
5.031250 -0.351659
5.062500 -0.414965
5.093750 -0.334655
5.125000 -0.214353
5.156250 -0.239513
5.187500 -0.226586
5.218750 -0.096273
5.250000 -0.091010
5.281250 0.097734
5.312500 0.097178
5.343750 0.170311
5.375000 0.233729
5.406250 0.236621
5.437500 0.306752
5.468750 0.310964
5.500000 0.328169
5.531250 0.269655
5.562500 0.146864
5.593750 0.010012
5.625000 -0.041780
5.656250 -0.103668
5.687500 -0.221532
5.718750 -0.313811
5.750000 -0.414365
5.781250 -0.594944
5.812500 -0.653651
5.843750 -0.750191
5.875000 -0.818566
5.906250 -1.004980
5.937500 -1.130009
5.968750 -1.165494
6 -1.2
6.031250 -1.142197
6.062500 -1.031174
6.093750 -0.866879
6.125000 -0.748728
6.156250 -0.715817
6.187500 -0.786986
6.218750 -0.805692
6.250000 -0.826746
6.281250 -0.829706
6.312500 -0.750890
6.343750 -0.721267
6.375000 -0.661052
6.406250 -0.644450
6.437500 -0.549361
6.468750 -0.495854
6.500000 -0.405152
6.531250 -0.500289
6.562500 -0.468227
6.593750 -0.447848
6.625000 -0.449410
6.656250 -0.386215
6.687500 -0.343812
6.718750 -0.256147
6.750000 -0.163263
6.781250 -0.163484
6.812500 -0.133483
6.843750 -0.067830
6.875000 -0.012595
6.906250 0.013194
6.937500 0.023965
6.968750 -0.097441
7.000000 -0.138639
7.031250 -0.203615
7.062500 -0.273821
7.093750 -0.392915
7.125000 -0.526337
7.156250 -0.633911
7.187500 -0.647962
7.218750 -0.767240
7.250000 -0.885641
7.281250 -0.929898
7.312500 -0.964617
7.343750 -0.941456
7.375000 -0.943807
7.406250 -1.002788
7.437500 -1.161804
7.468750 -1.167145
7.500000 -1.329774
7.531250 -1.422575
7.562500 -1.492152
7.593750 -1.536911
7.625000 -1.508727
7.656250 -1.563075
7.687500 -1.599854
7.718750 -1.792797
7.750000 -1.858811
7.781250 -1.931270
7.812500 -2.077596
7.843750 -2.158151
7.875000 -2.202060
7.906250 -2.236912
7.937500 -2.329755
7.968750 -2.390270
8 -2.5
